,Survey_ID,p_change,r_effect,black,white,native,asian,hawaiian,other_race,unsure_race,latinx,age,gender
8174,8175,i feel like being not my,i feel like my racial does distort my,False,False,True,False,False,False,False,False,36-45,Gender non-conforming or non-binary or other
3088,3089,yes they have the are the in my belief system i thought that some of the they stood for were positive for the reform a together and a more unified country looking more for rehabilitation than locking people up better for all people job training to get people off welfare like that i would agree with those and not happening in this country its sad now what i have seen on is a country so divided the and cant even hear what the people are because they are to busy pushing there own agenda and hate the people trump for a four year term deal with it instead of all the and fighting what could of the got accomplished for the country people trump because they the southern border secure they to feel safe people the deficit reduced but instead the spent millions o,i am native and white i was born in the i have lived in all black and was considered a all together and accepted each other as each i believe that the native had it had the taught the younger men and the younger men taught the of the tribe taught the younger and what to value and the to look for in a in life were defined when a wife lost her husband the other men would step in to teach the young man his position and how to be a good provider strong good work ethic this country doesnt do that its to busy taking the man out of the what we have filling the that men are suppose to be doing young they are confused wanting to be wanting be being forced to pay millions of for so men can grow and have done which th,False,True,True,False,False,False,False,False,56-65,Man
6114,6115,i see differently now from being how we are and ho,the way we are and the personal of the person running for election are important to how i vote,False,True,True,False,False,True,False,False,36-45,Woman
1326,1327,i have never taken the time to listen to what is going on around me until this last time of being and well what i am hearing is concerning,its not about where you come from are what color you are god made us all,False,False,True,False,False,False,False,True,36-45,Man
6020,6021,it how our become they do what ever it to get what they want so what good does it do its like 11 in we against it time and time again then we had a vote to save the spotted owl we to save an and doing in 11 didnt read the fine print by voting to save an animal we also in 11 what good does it do against like that they are going to do what they want anyway why vote we need to the slate back to the and start over if you ask me,we as a people need to move racial its no longer about who is black white red yellow brown or what have you we need to move they feel they should be its that now we need to think as a people and not as a or we are to failure,False,True,True,False,False,True,False,False,36-45,Man
2760,2761,yes i tend now to highly favor the of and what they stand for and their,somewhat by you seeing how are for a particular race and how we they are being or not,False,True,True,False,False,False,False,False,46-55,Man
6271,6272,they have a great deal as i have taken the time to pay attention to the fear that our people have had upon them over the last fifty due to the addiction rate in our society this taken control of our social structure,i feel that race religion and other are the social structure for most part in this state the of is not an issue as we are without a serious gang that we are grateful,False,True,True,False,False,False,False,True,56-65,Man
4535,4536,please refer to my previous answer,we are all here in a system where are as a commodity instead of human we are all our enhanced based on past that we have previously done time for this is unconstitutional as it a case of double the dont care because they get either way while some may feel targeted we all suffer from the same as a whole,False,True,True,False,False,True,False,False,36-45,Man
7295,7296,no,does not mater,False,False,True,False,False,True,False,True,36-45,Man
6864,6865,i am more aware of the leftist,i am native,False,False,True,False,False,False,False,False,36-45,Man
991,992,i just realize that i have a voice and a responsibility as an to be involved and to know what is going on in my community and beyond and do my part to make it the place for my fellow man,i see what is going on around me and people are driven by hate in this country black white no matter the color instead of for each other and trying to come together and solve the of coming from and the being by every little thing then the white feeling in titled its all bull just a law that you can no longer sale state of is trying to pass the same its a book of hate so you tell me whats going on in our country please,False,False,True,False,False,False,False,False,36-45,Man
795,796,the way the democratic party is is the very reason why i would vote republican,white,False,True,True,False,False,False,False,False,36-45,Man
2395,2396,in my 41 i have never been thus never concerned myself with or political rehabilitation now that currently in jail my concern with political have been awaken and will which party is with,i see as people problem,False,False,True,False,False,False,False,True,36-45,Man
6977,6978,growing up i never thought about politics only living,i am and am in montana,False,False,True,False,False,False,False,False,46-55,Man
6646,6647,i now know more,white and i hate that think all white people are soft so when i try to tell a nigger they are wrong and put to my they want to start talking or claim racist which i am when it comes to but really i just state and dont care if you like it or not,False,True,True,False,False,False,False,False,26-35,Man
5537,5538,are waisted on with no rehabilitation people do time not much else,racism is more prominent in,False,True,True,False,False,True,False,False,36-45,Woman
1826,1827,tuff,medal,False,False,True,False,False,False,False,True,26-35,Man
601,602,it me want to vote more,because black people are different,True,True,True,False,False,True,False,False,46-55,Woman
2301,2302,because trump is the worst person and president ever,white people get a better break,False,False,True,False,False,False,False,False,26-35,Man
311,312,am much more informed now on foreign policy,na,False,False,True,False,False,False,False,False,46-55,Man
3549,3550,it not the system change is remains the same,the system was made to incarcerate and,False,False,True,False,False,True,True,True,36-45,Man
3897,3898,i as a before and then as the went by i see from an inside looking out view and seeing what they really represent and removing my racial identity from the equation and maturing and wanting certain stopped or,when forming about political i try to exclude the fact that black so as not to be,True,False,True,False,False,False,False,False,26-35,Man
1487,1488,the way we are,the situation,False,True,True,False,False,False,False,False,46-55,Woman
5380,5381,i know more about politics,very little,False,True,True,False,False,True,False,True,26-35,Man
6759,6760,more time on my to watch so see more on politics,racist,False,True,True,False,False,False,False,False,26-35,Man
4556,4557,not,dont know,False,True,True,False,False,False,False,False,56-65,Man
6574,6575,they are more informed since i have become more aware and attentive,i dont identify with race,False,False,True,False,False,True,False,False,46-55,Man
6849,6850,i used to have faith in our government but now i dont people in power are to overthrow the and that corruption and the people are it to continue i believe that when their is no civil or legal remedy violence is not only it is mandatory and i believe that president trump would have the support of the military if he all these witch in the democratic party executed for high treason and corruption false such as these should be punishable by death,there is a order in prison by race religion criminal history gang affiliation and social with prison staff it doesnt matter where a person in this order most gravitate toward going with the of their primary peer group they dont ask they just blindly follow like sheep one of the biggest is by in here i loathe their aversion to thinking for themselves,False,True,True,False,False,False,False,False,36-45,Man
4100,4101,more distrust in,mixed,False,True,True,False,False,True,True,True,26-35,Man
5553,5554,yes i see the injustice go threw and i feel no one is doing nothing about it thats the reason why a big follower of wright and his team he the prison legal news newspaper which i get,i feel like being we get worst especially being gang if its the same crime go threw of,False,False,True,False,False,True,False,True,26-35,Man
7058,7059,because the country,racism deer lodge,False,False,True,False,False,False,False,False,56-65,Man
6273,6274,more aware,a member,True,True,True,False,False,True,False,False,26-35,Man
6043,6044,i have had more time to study are political office,not much at all,False,False,True,False,False,False,False,False,26-35,Man
5766,5767,open minded more i still am a bit although,where you are,True,False,True,False,False,False,False,False,36-45,Woman
420,421,redder,no,True,True,True,True,True,True,True,False,26-35,Man
6901,6902,my crime,am gay,False,True,True,False,False,True,False,False,36-45,Gender non-conforming or non-binary or other
206,207,and go hand in hand like ignorance and fear walk hand in hand is part of law and reform money is a law and legal as well as thing is about the world better than you found it how can this be done if your not involved in the very foundational thing that a nation great the right to put what you can do into action voting is such a thing,what question is this exactly how does race factor into what is right no matter how tricky the question if your a racist you use race in everything you are the racist if everything in you conversation and mortal life turns on race make no mistake about it if you think it beef soup is mainly beef and what ever you put in is what you get out if you think some is a racist what are you do about it racist have too are also and know when they hear it,False,True,True,False,False,False,False,False,46-55,Man
6960,6961,that no matter what being a got a voice in this world small but a need to follow politics cause it me as well as my,native in a prison that goes by the good old system you scratch my back ill scratch yours and as a here and put in the back line such as here wish all of the true could be such as our handed to us to other then trying to get as a we are up cause we are been in and out for 15 and it dont get the same thing at and all in society,False,False,True,False,False,False,False,False,46-55,Man
3391,3392,i didnt know how much politics dealt with incarceration till and it me want to to help change some of the by being a vote,not really sure,False,True,True,False,False,False,False,False,36-45,Woman
4164,4165,i see now how bad the justice system is and also how many people are in here for related,they are racist here in,True,True,True,False,False,True,False,True,36-45,Man
3451,3452,just that i thought werent exactly true,native and worried about them and i wish there was more i can do for them,False,False,True,False,False,False,False,False,26-35,Woman
4188,4189,yes 00,i truly believe no one is better than anyone else everyone is if a person their on race its,False,False,True,False,False,True,False,False,66+,Man
4414,4415,i believe that they need prison reform and people who are in minimum custody need to be to reduce prison population it needs to be 50 or more good time,i hate that everything to racial everyone equally,False,True,True,False,False,False,False,False,26-35,Man
1351,1352,i find my self being more informed on political and purpose yes _ùû,well white and feel i want to see the country go in a different direction than my black this the tone,False,True,True,False,False,False,False,False,46-55,Man
7255,7256,what ever,vary complacent where ever i am,False,True,True,False,False,False,False,False,36-45,Man
3060,3061,i have a better understanding of the rule of law the people it which my family and the foundation this country been built on i feel the the power of the vote and what can be accomplished when other come together my political were nonexistence it didnt matter i know now that those view are the of change these are the first of change as i have been taught as the morning star rise so does a new journey in this there is truth,i that i can closely identify with certain issue pertaining to issue of my own so in prison i will more likely be in those political of my as in our last governorship one of the was native it was the race i watch the most or really attention too because it touched me personally even at this i truly give my best too keep an open view,True,False,True,False,False,False,False,False,46-55,Man
1618,1619,watching news,its like we did the,False,False,True,False,False,False,False,True,36-45,Man
3961,3962,i have been for almost 22yrs since that time the world in so many ways my are open and i see the world clearer now than ever before not sure if i can explain my answer though,i am a born here in the us yet i am as if i am an illegal,False,False,True,False,False,True,False,True,36-45,Man
2272,2273,the more reason for gun control,first of all not in prison in county jail so needless to say information of any kind to be given to us i live in a predominantly community who unfortunately could give a ass about most of the news in our community other than immigration which i get but we have a much spectrum of that affect everybody and we need to stay involved whether you are here legally or seeking some sort of political you matter i am 1st or 4th generation born here in the united depending on which side you go by i stay informed because i love my country and our safety and political are important to me they always have been and always will be i find out news because i go seeking it i love the democratic nation we have for the most part been i also believe getting trump out of office is the thing we have done since he went into office it just should have been done a long time ago matter of fact the son of a bitch never should have made it i,False,False,True,False,False,True,False,True,36-45,Woman
7347,7348,i guess i see how have trouble in this and prison doesnt work times are and so should the of,native really dont feel like they fit in the equation at all,False,False,True,False,False,False,False,False,26-35,Man
7248,7249,yea,be,True,True,True,True,True,True,True,True,26-35,Man
7069,7070,are country is not the same way it used to be,no,False,False,True,False,False,False,False,False,36-45,Man
1293,1294,i want to vote for the that will provide the most rehabilitative for mentally ill,i do not see color,False,True,True,False,False,False,False,False,26-35,Man
4061,4062,some people are wrong in some,doesnt matter about race,True,False,True,False,False,False,False,False,18-25,Gender non-conforming or non-binary or other
2026,2027,the way are for,white seat with whites and with,False,True,True,False,False,False,False,False,26-35,Man
7904,7905,the way we are in here we are like not human it all about money dont wont you to better your self so you keep coming back,we all need a lot in this very much wene we get out please help us some of us dont i say dont have any help just make me do more time and me any or help,False,False,True,False,False,False,False,False,46-55,Man
1445,1446,no,color does not,False,True,True,False,False,False,True,False,36-45,Man
308,309,i was a youth when and really had no political point of view though i am a strong supporter of been lock up for thirty five and was born again in 2002 which my whole value system,the country is divided so political tend to be along those,False,True,True,False,False,True,False,False,46-55,Man
7759,7760,not sure,not sure,False,True,True,False,False,False,False,False,26-35,Man
6820,6821,yes they have i would like my opinion to count toward something,i am not racist i treat everyone equally i also see of people in this prison get parole and not get out until they complete treatment that is not court ordered and that is selected by prison staff this prison also to the mail system and make it difficult for to stay in contact with,False,True,True,False,False,False,False,False,36-45,Man
914,915,made me a better men,cause it dont,True,False,True,False,False,False,False,False,18-25,Man
3623,3624,learned more,it just does,False,False,True,False,False,True,False,True,18-25,Man
6762,6763,seeing our current president trump being able to lie blatantly and justify his behavior is no excuse for the abuse of office as president and the oath he swore before god and man to uphold at its,being there is of that are due to misrepresentation,False,False,True,False,False,True,False,True,46-55,Man
2662,2663,i have been in for a long tie 31 and just older i suppose,i am very minded and look at before i maintain a personal view on for the most part,False,False,True,False,False,False,False,False,56-65,Man
4636,4637,yes because i feel as if been on my case i made one wrong choice now i will suffer for it for the rest of my life not right at all,not sure what the question is,True,True,True,False,True,True,True,False,26-35,Man
2234,2235,have the most money and stability i realize i lack these important supporting democrat,there is a inmate ran government in prison even the correctional follow the inmate ran government so one no thought only the collective thought which is regressive oppressive,True,True,True,True,True,False,False,True,26-35,Man
7870,7871,no,not sure id like to say not at all but not sure that true there are that i dont agree with will explain in attached letter,False,True,True,False,False,False,False,False,36-45,Woman
202,203,its because more people are on war and politics then trying to become peaceful and united,i dont judge upon racial,False,True,True,False,False,False,False,False,26-35,Man
4325,4326,the way people are in prison,always use that to get out of trouble,False,True,True,False,False,False,False,False,46-55,Man
6280,6281,its just made me realize how corrupt the system is,racially like that,False,True,True,False,False,False,False,False,36-45,Man
4021,4022,only on some thin,you are what u eat right,True,False,True,False,False,False,False,False,46-55,Man
5524,5525,i hate who ever comes up with up,whites and are all and depending on the they tend to be more lenient to there own kind them get away with,False,True,True,False,False,False,False,False,26-35,Man
1281,1282,no family,u,False,True,True,False,False,False,False,False,18-25,Man
221,222,i didnt care about politics then,i dont think race is the problem,True,True,True,False,False,False,False,False,36-45,Woman
1541,1542,i have been convinced that republican ways are better,being native i feel like race doesnt affect political much looking for peaceful to stand out,False,False,True,False,False,False,False,False,36-45,Man
2682,2683,the system is,na,False,True,True,False,False,False,False,True,36-45,Man
2336,2337,getting older expand my mind when it comes to politics and i realize it my welfare look at trump,prison is based on race among prison staff,True,False,True,True,False,True,True,True,36-45,Prefer not to say
3095,3096,before i was locked up i didnt even pay attention and care,native and but was raised in a black house hold i am against racism,False,False,True,False,False,False,False,True,36-45,Man
1961,1962,i used to be totally democratic in my thinking but after three plus of incarceration my are more down the middle i like some republican but not all,being native and sort of caught in the middle,False,False,True,False,False,False,False,False,66+,Man
1085,1086,since being i have been able to keep up with the news and look at what i believe is the bigger picture and the possible of those we choose to represent us,i believe to be able to fix the biggest problem in this country we have to rise above that box people in and start treating everyone simply as human,False,True,True,False,False,True,False,False,36-45,Man
7140,7141,i am more involved in whats on in the world now,my racial identity nothing to do with my political,False,True,True,False,False,False,False,True,46-55,Man
5622,5623,good,good,False,False,True,False,False,False,False,True,Under 18,Man
5032,5033,have formed the nation by way of making to best their own political agenda,white majority more and more in politics than any other race,False,True,True,False,False,True,False,False,26-35,Man
7192,7193,for petty full of not dangerous people,not sure,False,True,True,False,False,False,False,False,26-35,Woman
6302,6303,yes now i know some people are trying to change prison system,i am native so i dont care for racial,False,False,True,False,False,False,False,False,36-45,Man
1112,1113,i am a registered raised in a catholic town full of staunch my formed my political bias from a very young age however in prison i have seen the republican government take some turns that me,i am according to my behavior,False,True,True,False,False,True,False,False,56-65,Woman
3372,3373,i had no political before i never politics,i think that our president is racist but some of the crime i see on the news is by,False,True,True,False,False,False,False,False,36-45,Woman
2109,2110,well since being here there been a number of i dont agree,it just doesnt my racial identity nothing to do with my political,False,True,True,False,False,False,False,False,26-35,Man
341,342,being in prison you see in a different light i can see injustice done throughout the justice system in as the are not time structured fairly being and child as much time as or more time as manslaughter or murder,being in prison is just a place my opinion would be the same in or outside,False,True,True,False,False,True,False,False,46-55,Man
7915,7916,need criminal justice reform,none,False,False,True,False,False,False,False,False,26-35,Gender non-conforming or non-binary or other
1576,1577,there are no governing addiction we have drug and education however drug are being thrown in prison and have a harder time getting out then a sex offender,i am white i dont feel like my race an impact on my political,False,True,True,False,False,False,False,False,36-45,Woman
979,980,more interest in prison reform and rehabilitation,doesnt matter,False,True,True,False,False,False,False,False,26-35,Man
1878,1879,people like me need help not in prison,i dont discriminate,False,True,True,False,False,False,False,False,46-55,Man
7250,7251,to really sit and have time to think about what is going on in world without me because i am made me decide i have an influence on what can change,a gay half breed native and white,False,True,True,False,False,False,False,False,26-35,Woman
749,750,now that i am a felon with a violent crime i see how society us and even though we are doesnt mean we arent people with real and real that need to be especially inside,race is still an issue in prison but people in the prison in only pull the race card out when it them,False,True,True,False,False,False,False,False,36-45,Woman
4815,4816,dot feel my voice,dont know,False,True,True,False,False,False,False,False,46-55,Man
4721,4722,no,white,False,False,True,False,False,False,False,False,26-35,Man
7324,7325,no,some are good some are not,False,False,True,False,False,False,False,False,26-35,Man
7106,7107,i have more time to gather the political,because a minority,False,False,True,False,False,False,False,False,36-45,Woman
7093,7094,never been in to it untell i paying,i not,False,False,True,False,False,False,False,False,26-35,Man
6892,6893,i have grown emotionally to understand the,native do not have money for proper counsel,False,True,True,False,False,True,False,False,46-55,Man
7090,7091,watched the political all these too many filling and,the only time the minority are even acknowledged is at election time big no all,False,False,True,False,False,False,False,False,46-55,Man
7476,7477,yes before i was i had no care of politics but now i realize how much politics directly affect me it made me study and do research instead of being apathetic,a great deal as a black man mass incarceration effects me and my people most so my political are to that our sympathetic to this fact,True,True,True,False,False,False,False,False,18-25,Man
6675,6676,i didnt have any knowledge at all before i was been locked up since i was 17 and now 37,in prison everything is about race,False,True,True,False,False,False,False,False,36-45,Man
8165,8166,because of finding out more and seeing first hand how the did us,because it really dont matter unless money and unity is we wont have an effect,False,False,True,False,False,False,False,False,26-35,Man
121,122,i used to believe in the system now i see too much corruption in all,since i am only exposed to main stream media and the other here what i see and hear my and me think the worst not the best of people thus me more on a defensive stance,False,True,True,False,False,False,False,False,46-55,Woman
2381,2382,yes been following the news more since in jail,i dont let my influence my about the world,False,False,True,False,False,False,False,False,18-25,Man
7924,7925,i hate how were the wrong like people thought trump was good but nope,i dont get the question,False,False,True,False,False,False,False,False,18-25,Man
1099,1100,realize that certain are unfair and need tobe,not sure i the question,True,True,True,False,False,True,False,False,46-55,Gender non-conforming or non-binary or other
7918,7919,i feel like being shut of my stupid have made,really not sure,False,True,True,False,False,False,False,False,46-55,Man
3411,3412,more aware of whats going on in my country i actually care now,the prison i am in dont have,False,True,True,False,False,False,False,False,36-45,Woman
1778,1779,i have no interest,i am not sure,False,False,True,False,False,False,False,False,18-25,Man
7363,7364,dont care i am only a number and dollar sign,love everyone,False,False,True,False,False,True,False,False,36-45,Man
6923,6924,in the great state of montana we have a very corrupt state of in our criminal justice system being only my to change the criminal justice system here at home,i am a mixed breed so i do not to be involved in my political thinking,False,True,True,False,False,False,False,False,18-25,Man
4549,4550,id rather be involved with it all than id love to teach my 2 how much of an honor it is to be involved with than as an citizen over a crime i wish i could erase,i dont get involved in racial,False,False,True,False,False,True,False,False,36-45,Man
8063,8064,yes it because i use to give a flying now i do,in prison and in any county jail its always a racial thing you roll with your people,False,False,False,False,False,True,False,True,18-25,Man
2358,2359,news,i dont think race should matter,True,True,True,True,True,False,False,True,18-25,Man
2558,2559,justice is unfair,dont know,False,False,False,False,False,True,False,True,36-45,Man
6596,6597,i didnt use to care because i really didnt understand anything about after seeing that seen since being just really made me want to be more active in voting and making my voice,i really dont understand what my to do with my political,False,False,False,False,False,True,False,True,26-35,Woman
5381,5382,yes,yes,False,False,True,False,False,False,False,True,Under 18,Man
2675,2676,i dont feel being they try to break our will and say were in jail like everyone were on our own and helpless they treat us like the shelter and we hurt too,being a mixed black and male we are seen as bad and that me on my in like that,True,False,True,False,False,False,False,True,26-35,Man
4892,4893,i keep to myself,theres your one cos that bring too work and make a hostile for your but as a black i get more a prime white man would,True,False,False,False,True,False,False,True,18-25,Man
5082,5083,we have more time in prison to think and view life in here so you are more open to in prison,people hear usually stick with their race and have some with other in times of conflict,False,True,False,False,False,False,False,True,26-35,Man
669,670,id not elaborate,not a supporter of racism,False,True,False,False,False,False,False,True,26-35,Man
1997,1998,yes because my got with a black guy while my in,not sure because i believe in diversity,False,False,False,False,False,True,False,True,18-25,Man
4429,4430,yes it because seeing first hand,in prison everything is racial,False,False,True,False,False,False,False,True,26-35,Man
4057,4058,its cause i feel that is pushing the in,its politics is prison,False,True,False,False,False,False,False,True,26-35,Man
3081,3082,since watching the news all racial status change,na,False,False,False,False,False,True,False,True,36-45,Man
1891,1892,science,the i used to the this,True,True,False,False,False,True,False,True,Under 18,Gender non-conforming or non-binary or other
8164,8165,id rather not share,my racial identity a great deal by the gang history i have,False,False,False,False,False,True,False,True,26-35,Man
4604,4605,i grew up in a time where the that are going on in this generation were back in the one thing thats always been true is the level of racism here in the united and in other and it like our are doing nothing about then again we have a little thing freedom of expression and it just to me that the fat in office are just worried about got the there for money and,well i am of descent my dad is and my is my personal on the whole border wall thing is strongly although border security is an important role in keeping illegal from entering our country its in stopping from still getting into th united by instead of dealing with that issue our fearless leader president trump is more worried about the how did he put it the brown menace from coming into our country illegally and then in his campaign he made the comment of are nothing but rapist and so when i express my to who most are my i get but the bottom line is this the who are making it over the doing it because they want a better future and life for their if you cut me or them we bleed the same color as you now my dad enlisted in the united army to get his us citizenship and fought for a country who loo,False,True,False,False,False,True,False,True,36-45,Man
7959,7960,yes i feel like i should be able to vote for wath i believe,dont know,False,False,False,False,False,True,False,True,26-35,Man
2231,2232,no,dont know,False,False,True,False,False,False,False,True,36-45,Man
7963,7964,everyone,not sure,False,False,False,False,False,True,False,True,26-35,Man
7565,7566,na,i am a of descent need i say more not enough room to explain,True,False,False,False,False,False,False,True,46-55,Man
5151,5152,yes they have or should i say that now i pay more the past i didnt really care about politics but now i know that are starting to go in a better direction with border security and mainly and to deport all gang that are here illegally and believe me there is a whole lot of them in all over the us,i am an of decent and i see how that are here illegally come to my country and just seek to use and have that take mentality and in reality they hate this country talking from have done about 20yrsiam not of i love this country and i hate it when i here these ungrateful the after all the they have gotten and continue to get but now that they have a say to hell with this country not all of 90 of them so yes i am big on border have to love this country and respect it,False,False,False,False,False,True,False,True,56-65,Man
7140,7141,i am more involved in whats on in the world now,my racial identity nothing to do with my political,False,True,True,False,False,False,False,True,46-55,Man
520,521,star,star,True,False,False,False,False,False,False,True,36-45,Woman
5457,5458,i am i believe us should stop killing each other and unite and take our land back from the united if we can take down this crooked greedy government and destroy these thats just a dream of mine though never happen,i dont know it really doesnt matter what we think in prison us are considered scum of the earth the government doesnt care about its people they want to play god with and all they care about is money,False,False,True,False,False,False,False,True,26-35,Man
2531,2532,i believe more prison reform happen too many people are locked up for,of are illegal still,False,True,True,False,False,False,False,True,18-25,Man
7509,7510,no,not at all,False,False,False,False,False,True,False,True,46-55,Man
2102,2103,yes because its the ability to see how from the the tax are lied to to gain that wouldnt be the same if the people werent being with propaganda that is being fed to them and therefore causing them to make and allow that otherwise they wouldnt,my nothing the fact that i want equality and an uncorrupted government to care about the well being of its people without greed and the hunger for power and also the destruction of other and solely for monetary gain,True,True,True,True,False,True,False,True,36-45,Man
2086,2087,i feel that if people like myself n,for the simple fact that and lower class usually get shafted when it comes to and rarely get the that the more fortunate get,False,False,False,False,False,True,False,True,36-45,Man
3454,3455,i am more aware of what is going on,different feel differently,False,True,False,False,False,False,False,True,36-45,Woman
5560,5561,on,on,False,False,False,False,False,True,False,True,46-55,Man
3685,3686,while a person time to gather knowledge if he or she pertaining to politics we learn a lot see a lot thus our change because we have time,being there comes a negative connotation regarding therefore any politics are in the same light,False,True,False,False,False,False,False,True,26-35,Man
7927,7928,in the free world i never took the time to care about or pay attention to what was going on in our country but now thats i find myself sober and watching the news and informed on whats going on,well seen as in many even tho i was born here in the with the border and talk i feel are seen for us,False,False,False,False,False,True,False,True,26-35,Man
2566,2567,due to over it the of housing,cause an inmate,False,False,False,False,False,True,False,True,56-65,Man
7957,7958,now i see that nobody really is on our side everyone they are until they become once that they forget all about us,being,False,False,False,False,False,True,False,True,26-35,Man
2270,2271,greatly,no comment,False,False,False,False,False,False,True,True,18-25,Woman
4356,4357,i actually believe to some degree the people in these would like to fix they point i would probably listen to their case and vote,i am unsure of my race being a factor,False,False,False,False,False,True,False,True,36-45,Man
8019,8020,yes they have because out there i never really no to what was going out there but here i watch the news and see all the going,i think it dose because i am but this president talk about the white who commit the white who do mass but if there black or he about ass a whole as if its in our to do that stuff,False,False,False,False,False,True,False,True,26-35,Man
2136,2137,we need to have who care about reform,no,False,False,True,False,False,True,False,True,36-45,Man
7175,7176,yes i really didnt understand or much until i was i want to be more involved with this now when,i really dont understand what race to do with voting or any political format,True,False,False,False,False,False,False,True,18-25,Man
1124,1125,dont matter,dont matter,True,False,False,False,False,False,True,True,46-55,Man
5424,5425,you try going to prison,some of the are against even tho we get charge we still dont get a chance or choice in any matter we are paying for our now why should we be after our debt to the community is you get a answer to that and i have a cure for cancer,False,True,False,False,False,False,False,True,26-35,Woman
7561,7562,yes i that most are in it for the not to make the best place on earth that cop who that man who she thought was in her house got 10 had a black did that they would never see the light of day ever again,a great deal they clearly dont have our best interest at heart and so many make that they dont hold to once in office so who can i trust,False,False,False,False,True,False,False,True,36-45,Man
5742,5743,doing this essay made me realize i dont really know much about politics it me want to really start looking into it more once in april9,sadly the a hold to that,False,True,False,False,False,False,False,True,18-25,Man
3105,3106,the incarceration,somewhat,False,False,False,False,False,True,False,True,18-25,Man
5466,5467,people never see until you come to are some need,a who to fight for the fight for the the needs to just get along and do what needs to be done to make this a more perfect union,False,False,False,False,False,True,False,True,26-35,Man
5774,5775,i used to not be politically persuaded or interested either way since being i have to and world service and have my political,no opinion,False,True,False,False,False,False,False,True,18-25,Woman
4872,4873,because i watch all of the from in here and feel that if we had a voice from inside the prison system more people would have a change of mind on us,a normal and being in prison the public not what to hear our opinion on anything plus people of power in this country make out to be bad people when the majority of us made one bad choice and will never be seen as a decent human being so pretty much were being told that because of our status of being in prison that we can not be society us,False,True,False,False,False,False,True,True,46-55,Man
5588,5589,the people pay there bill so work for the people and that is it,you do not go around saying we to build a wall to keep people out of or is it did the no one to do and now there doing more and more,False,False,True,False,False,True,False,True,56-65,Man
2599,2600,yes they have immensely ashamed and embarrassed with our justice system from the police department to the public office its downright pathetic the unprofessional conduct and disregard for the constitutional and human its become a horrible joke thats no where close to humorous,i not sure because i dont know what racial view,True,False,False,False,False,False,False,True,46-55,Man
2656,2657,the way are,everything is based on race these days,False,False,False,False,False,True,False,True,36-45,Woman
1973,1974,because we shouldnt be with double jeopardy which were taken care of 6 ago just because this county needs to pay for their jail and courthouse it is illegal and unconstitutional and now my civil attorney will have to teach this county that lesson i currently have people media and posting all of this on social media for support,soy paisa,False,True,False,False,False,False,False,True,36-45,Man
8058,8059,si mi es yo mi de y tube un en mi es un para mi se en las familia no yo se no ai para soy y me la de ala para mi es solo un de pintura para y ala en mi padre para de la para ala de 5 yo para ami la mas y para dinero para comer en la solo y se y leer mi me y a se leer la de un err,mi familia y con solo soy no el de dosa es mi con cargo mi es para yo en el 4 piso y me,False,False,False,False,False,True,False,True,26-35,Man
2466,2467,many have been happening with little and its not i say and should not be on what the president did or did not do to pay attention on ower and the thats going on around the eye in the sky why not use it correctly,not in prison so i dont know,False,False,False,False,True,True,False,True,26-35,Man
3077,3078,before i never care because it effects my freedom,because white people are more prone to be listen on while a like me native is for my skin an color,False,False,True,False,False,False,False,True,36-45,Man
2059,2060,the are set and i have no say so in them being or,majority,False,False,True,False,False,False,False,True,36-45,Man
7389,7390,because i havent had the chance to vote or be,going to be honest i really dont know the question,False,False,True,False,False,False,False,True,26-35,Man
4724,4725,i have become more aware of the need for criminal justice reform,i am of origin but my are not on that,False,True,False,False,False,False,False,True,46-55,Man
6271,6272,they have a great deal as i have taken the time to pay attention to the fear that our people have had upon them over the last fifty due to the addiction rate in our society this taken control of our social structure,i feel that race religion and other are the social structure for most part in this state the of is not an issue as we are without a serious gang that we are grateful,False,True,True,False,False,False,False,True,56-65,Man
4752,4753,yes in would vote democrat because they are talking about prison reform and such are more for more and they dont have the same interest for the lower class and dont seem to care,well of decent and i hear a great deal about illegal costing the a great deal of money i see so many illegal in prison wrongly of that some didnt even commit it cost so much money to house these people but the da to look good so they do the same to them as every one else take this plead or you will do the rest of your life in prison personally read a lot of these and most of them was just hear say then the end up giving them horrible representation with horrible that work with the da these people are and dont know whats going on and they get into taking a horrible plead deal giving them so many or there life in prison in a country that they dont know nothing about i also believe if i was a white person i would not have been of such a horrible crime and would would not have got as much time as i did its just because i have a last name and have dark,False,False,True,False,False,False,False,True,26-35,Man
5387,5388,i and mature i had to do my own personal research into my and i have a better understanding on,i am but i am my own man of course i have more insight when it comes to my race but overall i do not use race as my main end on political or policy,False,False,False,False,False,True,False,True,26-35,Man
2297,2298,i have been made more aware of how much we struggle socially,politics being is all about your race and that who you out with and how to act i think its very unethical and is really unorthodox,False,False,True,False,False,True,False,True,18-25,Man
2689,2690,they seem not to care much about the public,it doesnt matter,False,False,False,False,False,True,False,True,26-35,Man
6024,6025,upset about not being able to get the help i really need and want,not sure what it really,False,True,False,False,False,False,False,True,36-45,Man
5622,5623,good,good,False,False,True,False,False,False,False,True,Under 18,Man
2523,2524,yes they have cause of me being part of the system,i feel like because brown i should be on because all this hate toward my heritage,False,False,False,False,False,True,False,True,26-35,Man
7531,7532,no,a great deal dont really have at times a say mostly because we are seen as second class,True,False,False,False,False,False,False,True,46-55,Man
