,Survey_ID,p_change,r_effect,black,white,native,asian,hawaiian,other_race,unsure_race,latinx,age,gender,inBTM,fsttopic,sndtopic,trdtopic
1224,3360,people with the right to vote dont care or arent informed correctly about what is going on in the country because i cannot vote its why bother if my voice will not be,race nothing to do with my political view,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 3,topic 6,topic 1
1225,3363,dont judge a book by its cover give people a chance no is perfect,everyone should have that right to vote and voice their,False,False,False,False,False,True,False,True,46-55,Woman,True,topic 4,topic 2,topic 3
1226,3366,no because their going to run the way they want,race do not have anything to do with nothing,True,False,False,False,False,False,False,False,56-65,Woman,True,topic 2,topic 6,topic 4
1227,3368,yes i feel like justice system is a failure its me my whole of which i for help i feel that if more people who werent just worried about money in there and have these maybe could happen to prevent them or work through them,i feel like everyone should have an equal,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 3,topic 5,topic 6
1228,3371,i feel this whole president thing is stupid he is not the king only the father the son and the holy ghost should be so unless they are them they should have no say in what we as people do how did they vote before before there was a president was it what exactly does that mean how do they know if everyone is less then god and everyone is equal how can one person unless they something which they probably are it me not care about any thing about government for the fact they try to better the world yet its the same cycle so what exactly are we doing,i dont racial do with it we are all suffering we are all we deserve the same,False,True,False,False,False,False,True,False,26-35,Woman,True,topic 5,topic 2,topic 1
1229,3372,i never really attention to politics when i was on the streets because i was always on but now that i have been clean for a few year and have a clear head i believe its important to know what is going on in my country and with my people,well white so i cant really speak for a opinion but i really dont belive the color of skin should influence to much at the end of the day we all human and that is what is important,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 6,topic 4,topic 5
1230,3373,i had no political before i never politics,i think that our president is racist but some of the crime i see on the news is by,False,True,True,False,False,False,False,False,36-45,Woman,True,topic 5,topic 6,topic 1
1231,3375,because we cant vote it dont seem fair,nobody poor people seriously,False,True,False,False,False,False,False,True,46-55,Woman,True,topic 5,topic 1,topic 3
1232,3378,life is real and not just a party,life is hard for,True,False,False,False,False,False,False,False,36-45,Woman,True,topic 2,topic 1,topic 5
1233,3380,the world is since been in office,i am not racist,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 4,topic 5,topic 3
1234,3392,i didnt know how much politics dealt with incarceration till and it me want to to help change some of the by being a vote,not really sure,False,True,True,False,False,False,False,False,36-45,Woman,True,topic 5,topic 6,topic 3
1235,3396,yes use to believe in the but not now they are very much interested in themselves the country,racial equality,False,False,False,False,False,True,False,False,56-65,Woman,True,topic 1,topic 4,topic 6
1236,3397,because even thou were in we still have some as to how our country should be ran by the leader if our would count even thou we have made as most of our but the havent got or there brushed under the table cause they are the and the had a right to commit fraud or a crime,not at all i feel we are all equal if you in the us,False,True,True,False,False,False,False,False,56-65,Woman,True,topic 6,topic 3,topic 2
1237,3399,yes we need a active prison reform,i dont know,True,False,False,False,False,False,False,False,36-45,Woman,True,topic 3,topic 6,topic 4
1238,3400,yes i really didnt care what went on in the world because i i didnt nor what i had to say but today what i think and do does matter now,i am by all not prejudice because i believe all are equal in my heart and equal by god but the believe they are better all they have to do pull their black card,False,True,True,False,False,False,False,False,56-65,Woman,True,topic 2,topic 3,topic 6
1239,3402,i just have a different look at the world that god made for us all,because we are not like human being just someone thats got into trouble,False,True,True,False,False,False,False,False,26-35,Woman,True,topic 6,topic 4,topic 1
1240,3404,i am for the now they are doing what is right,i dont know,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 3,topic 6,topic 4
1241,3406,not really,dont know,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 3,topic 6,topic 4
1242,3407,i used to be strictly partisan but now that i understand how important it is to work across the aisle taken a different approach to listening to government and their on facing our country i registered to vote as a democrat but now i think that i am more of an independent,i believe every part of identity will inform their about every aspect of their but i do know that being a white even in prison probably me some advantage over if i were black or another minority a chance that i could have received a longer sentence or i might not have had as good of an attorney and i think that is entirely unfair the in the prison that i currently reside in might even treat me differently but i havent experienced racism from those in power because everyone who is in power is white not sure how to fix this problem other then trying to make of the criminal justice system more diverse give proper training when it comes to the mental and emotional well being of and hold people account when of come to light there should be zero tolerance for racist behavior,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 5,topic 1,topic 4
1243,3408,no that thing effect have more in,leave us out of,False,True,False,False,False,True,False,True,46-55,Woman,True,topic 1,topic 3,topic 6
1244,3411,i feel all people should b given the right to vote,it dont matter the race,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 6,topic 3,topic 5
1245,3412,more aware of whats going on in my country i actually care now,the prison i am in dont have,False,True,True,False,False,False,False,False,36-45,Woman,True,topic 3,topic 5,topic 4
1246,3414,spent more time sat down and paying more attention to the news the impeachment and came that have strong about never sat down long enough to care or think about,not really sure,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 5,topic 6,topic 3
1247,3415,prison reform is now a real thing for me for us i believe most of the time once we walk through the prison we are forgotten or just because the instant we are a prison number we become nothing but an inmate no matter our crime its sad,i guess i just dont fall into that specific category,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 3,topic 6,topic 5
1248,3416,i now realize how unfair the justice is and how bad it is for those of us,not sure what the question too,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 5,topic 6,topic 2
1249,3417,being stripped me of all of my and being for long i dont really give a damn about politics they system is corrupt all over there are so many that i dont like to consider myself as an because when i justice there was none so why would i now that my name and identity been by and and false media should i care much about politics and the system i will advocate for the i have seen but a strong believer of self from state and politics,what in is the matter of the educated ethics morals and poverty have little education per living in poor school who should extra from the to help educate them and give them a fair to the same level education as high income of course there are of illegal whom have little understanding of politics democracy and and legislation,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 4,topic 5,topic 2
1250,3419,the way are now change have since been,because i would not know what the politics would think of me while in prison,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 5,topic 6,topic 3
1251,3421,yes there is so many smart and intelligent that would like a chance to vote or even give an opinion to any political,a and stupid when giving a political opinion,False,False,False,False,False,True,False,True,26-35,Woman,True,topic 6,topic 3,topic 5
1252,3426,i think that the system flawed,i belive all should be equal,False,True,False,False,False,False,False,True,36-45,Woman,True,topic 6,topic 3,topic 5
1253,3427,i was of murder i used a hand gun i was a woman who was for 13 i am part of a group here reaching out from within its a stop violence group i have been an active member for 18years over the i have had all of different at the end of it all i am not for i know it is people who kill people and have saved lots of there was a man who was part of the who used to send me from there magazine of of people who would of had they not had a gun but for me 22years after a gun so i would not dye depending on what day you ask me sometimes i wish i would of just let him kill me sometimes i am actually that he is gone since been in prison never been hit or beat up i am freer now than i ever was in my marriage so you see there is of emotion to this any time he beat me up i never had a gun on me until that night that i shot him i so wish i did not have a gun on me that n,we all bleed red and we are all period i would like to also share one thing we have a group here the culture group i think this type of group is a big instrument that or up did not spell this word right why not have an a plain history that all,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 5,topic 1,topic 4
1254,3429,now i am mor involved with whats on because it me,it just doesnt change the way that i see people,True,False,False,False,False,False,False,False,18-25,Woman,True,topic 3,topic 5,topic 4
1255,3430,before being i didnt understand that people who are educated and productive of society can end up in prison i fathom someone like myself a square going to prison let alone getting a 178 month sentence i thought little of what deserved during their incarceration before my were to the harsh reality of living life behind,i dont racially identify the way racially identify,True,True,True,False,False,False,False,False,26-35,Woman,True,topic 6,topic 3,topic 5
1256,3434,people being for one people with the of rape child molestation and murder get less then people with drug there enough rehabilitation out there people such as da and even higher in rank are just quick to throw away the key rather then help we put all this money into just locking people away instead of trying to invest in making them better the money waisted on that could have been given a chance to find help rather be thrown away first chance could have been put on our to take off the streets and teach them other outside drug dealing and street we waist so much money yet none of it our the next generation become better then we ourselves have,race doesnt have any kind of influence on my,False,True,True,False,False,False,False,False,26-35,Woman,True,topic 5,topic 4,topic 6
1257,3435,i in our justice system before being and coming to prison and meeting some truly amazing people,i am mixed blood native and a woman my gender and my situation determine my,False,False,True,False,False,False,False,False,46-55,Woman,True,topic 1,topic 5,topic 4
1258,3437,just need more freedom,that always use their race to try and bully the rest,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 4,topic 5,topic 3
1259,3438,i have come to the that i do have a say in what i think and that my does matter,i really dont have an answer,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 6,topic 5,topic 4
1260,3443,because i have been here almost four and have not been given the to get a better education to take with me to the world,doesnt matter one way or the other to me,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 5,topic 4,topic 6
1261,3444,well being on the inside looking out i can see now where our economy is based on a background and if this country is supposed to be based on freedom and second then why is so hard for the majority of society to grant these to people who could have simple made a poor choice or had a bad day,well i dont see color although may i feel in my exact location racial identity is less of a problem based on statistics and probability there are a few people who might disagree with me but they are far and few between,False,True,True,False,False,True,False,False,26-35,Woman,True,topic 5,topic 3,topic 4
1262,3446,yes they have because since being i have seen first hand how corrupted our system is they are not for us we are just a to them,nobody that i am a half breed and i dont judge people for their race either,False,True,False,False,False,False,False,True,26-35,Woman,True,topic 1,topic 4,topic 2
1263,3448,it made me want to vote knowing that my one vote can make a difference in life and future,black and we are different from the white people in here of are done in here that the outside world dont know about but you learn to keep your mouth shut or it worse,True,False,False,False,False,False,False,False,46-55,Woman,True,topic 3,topic 6,topic 4
1264,3449,we as have no we are only a number to this place we even have to pay our medical office like sick call,the of the ratio,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 1,topic 1,topic 1
1265,3450,not really but would lick to vote for what i believe in,it doesnt,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 5,topic 3,topic 6
1266,3452,just that i thought werent exactly true,native and worried about them and i wish there was more i can do for them,False,False,True,False,False,False,False,False,26-35,Woman,True,topic 4,topic 1,topic 3
1267,3455,i am more aware of what is going on,different feel differently,False,True,False,False,False,False,False,True,36-45,Woman,True,topic 1,topic 3,topic 5
1268,3456,i feel that i pay more attention to the going on and to the of,i feel that minority feel against frequently which their,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 6,topic 1,topic 4
1269,3457,cant vote dont care,dint matter your color cant vote period,False,True,True,False,False,False,False,False,26-35,Woman,True,topic 1,topic 2,topic 6
1270,3458,i am much more aware of the fact that our society become a punitive police state rather than a restorative society,people of color have more assistance and support overall than white our society is so on the that they have to recognize the fact that white have become a minority,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 6,topic 2,topic 4
1271,3464,now i have more time to learn about it,you see differently when your behind,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 3,topic 5,topic 4
1272,3466,yes because voting would really make an impact on those because it us,not sure,False,True,False,False,False,True,False,False,26-35,Woman,True,topic 5,topic 6,topic 2
1273,3467,i now realize how low a priority people are and how the inside dont get known to the people outside so they can be on the people that make the prison reform need to experience it or have a on to really know the,i dont see race as a first of people i look at to get a job done,False,True,True,False,False,False,False,False,56-65,Woman,True,topic 3,topic 4,topic 1
1274,3469,before prison i didnt care about now i realize its that attitude that up this country,race will always be took into consideration because what effects dont always effect example the war on was target toward black it goes all the way back to the crow your race will always effect yo political,True,False,True,False,False,False,False,False,18-25,Woman,True,topic 1,topic 5,topic 3
1275,3472,seeing and with how the system is ran my on a lot plus being more in tune to what is going on,race nothing with it,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 6,topic 2,topic 4
1276,3474,i am more aware of since i have been sober,all race is equal,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 3,topic 6,topic 5
1277,3478,learned and want to better the world being here made me a better me i want to vote for the right and help make up for i have made,everyone is the same,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 5,topic 3,topic 2
1278,3480,before my experience here in prison i was oblivious to the core that the prison population have from adequate medical care in prison to fair before coming to prison i that prison was reserved for people who were considered a clear and present danger to society however sadly my personal experience been that there are far too many drug the prison system which down to the foster care system when 1 or both are another generation of men and its sad and the approach that been taken not worked,to me where i am my race is the majority but as a whole our population here in prison would be a minority to the free world what separates us is more them police against us when we speak out against or for something affecting us it to unite us on some level that race nothing do with,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 1,topic 2,topic 3
1279,3481,no answer,no answer,False,True,True,False,False,False,False,False,46-55,Woman,True,topic 6,topic 5,topic 4
1280,3482,no,nothing to explain,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 6,topic 1,topic 2
1281,3487,i guess now i can be more informed and now that i am a there are certain that follow the,white i dont care about race i just want whats best for us,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 3,topic 5,topic 4
1282,3488,i in the system until seeing it up close and how the is acting concerning trump,i am an and what goes on in effects me and my family so i want to be informed and want what is best for the people as for being in prison i have a close and real look at why so many non violent people are across the state money make off weakness get more time because family and men will send them more money to spend while,False,True,False,False,False,False,False,False,46-55,Woman,True,topic 5,topic 4,topic 3
1283,3490,before it was the question of what can prosper me now its what can i do to help my country and the people in it who is best for my country and who is willing to sacrifice for the greater good,i am a woman my family comes from and i was born in the united of i believe we do need border control my family came over seeking the dream but their are some who come over here who come trying to live in the ways they were accustomed to they were raised to live in some corrupt that is sad that is their normal yet their are some who want better and yet they are because of those whom act in deviant it it harder for the who are just trying to survive my mother was beaten and sexually at the of 512 she left for that reason till this day she still trauma and the belief system that can be subject to that you never know what are of why they want to leave their we as have the luxury of feeling some what more then them,False,False,False,False,False,True,False,True,26-35,Woman,True,topic 1,topic 6,topic 2
1284,3493,been watching more news on the impeachment and how the is treating people in and he dont care about but him self,our race wen people try to take advantage or u out or treat u unfairly,False,True,True,False,True,False,False,False,36-45,Woman,True,topic 4,topic 5,topic 3
1285,3495,i am more aware of the in the world,i want equality,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 4,topic 1,topic 6
1286,3498,i want to do right for a change,we are all equally the same,False,True,False,False,False,False,False,False,36-45,Woman,True,topic 2,topic 6,topic 3
1287,3501,i now take making my voice count more serious i came into prison young i think that as i have mature and my about life as i want to make life better formy,i believe that our country come along way with racial there is still of prejudice in the system according to people race and the truth in matter is there is of poor minority in as well,True,False,False,False,False,False,False,False,46-55,Woman,True,topic 1,topic 6,topic 2
1288,3502,nope,nope_ùä,True,False,False,False,True,False,False,False,36-45,Woman,True,topic 1,topic 1,topic 1
1289,3503,its more important to me now then what it was,doesnt really matter to me what race you still should be able to,True,False,False,False,False,False,False,False,26-35,Woman,True,topic 6,topic 3,topic 4
1290,3505,we need someone in office that is for the people or not,no body about the we are just,False,True,True,False,False,False,False,False,36-45,Woman,True,topic 3,topic 1,topic 4
1291,3507,its taught me its important who we have in office,it nothing to do with it,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 6,topic 2,topic 4
1292,3508,are in so much get the get,in one for all,False,False,True,False,False,False,False,False,46-55,Woman,True,topic 4,topic 5,topic 1
1293,3514,yes,not sure,True,False,True,False,False,False,False,False,18-25,Woman,True,topic 5,topic 6,topic 2
1294,3516,no,yes,False,False,False,False,False,True,False,True,56-65,Man,True,topic 4,topic 6,topic 2
1295,3518,for the and do think we should get good time and a chance,its about color in prison,False,True,False,False,False,False,False,False,26-35,Woman,True,topic 4,topic 3,topic 6
1296,3522,being in prison a different outlook on like racial and mass incarceration,race a roll no matter what,False,True,True,False,False,False,False,False,26-35,Woman,True,topic 3,topic 5,topic 6
1297,3526,yes,yes,False,False,False,False,True,False,False,False,26-35,Woman,True,topic 4,topic 6,topic 2
1298,3527,i know what it like to be locked up and not to be everything in your mind when from the world,we all get along but when go wrong color sticks with color,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 5,topic 6,topic 4
1299,3529,i feel more strongly who the president should be,white but it doesnt matter in here,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 5,topic 6,topic 3
1300,3534,with the gun i feel like people kill people and giving them the right to have is just like giving dope to an addict,far from racist,False,True,False,False,False,False,False,False,18-25,Woman,True,topic 6,topic 3,topic 5
1301,3537,learned a little more,they are this prison say there not but they treat race,False,False,False,False,False,True,False,True,18-25,Woman,True,topic 5,topic 1,topic 4
1302,3538,i care more where as before i really didnt care at all,its not serious or as much of a real thing as it is in to but especially more so in other like for example but pretty much in a nutshell you have your big enough of ignorant small minded people in every race that influence enough around the whole of a flock together concept pretty there usually always up being some in various me personally and so i can associate myself with either equally if i chose to do so,False,True,True,False,False,True,False,True,18-25,Woman,True,topic 4,topic 5,topic 6
1303,3544,at first i didnt have one now i do,i dont know much about that as i try to stay far away from the race thing,True,True,False,False,False,False,False,False,18-25,Man,True,topic 6,topic 3,topic 5
1304,3550,it not the system change is remains the same,the system was made to incarcerate and,False,False,True,False,False,True,True,True,36-45,Man,True,topic 3,topic 1,topic 2
1305,3553,watching the news more while locked up i can see all the stuff the does if the dont all agree the is to be for the people like in world the impeachment the people for trump but the dont like the way he is working if the people didnt like what he was going to do then why didnt we vote for him,being white in a very racial is a struggle its your in a gang or not you with a gang or your by your self aka the weak link,False,True,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 4,topic 2
1306,3554,i feel like they tell us one thing and do a other,really watch of it,True,False,False,False,False,False,False,False,18-25,Man,True,topic 5,topic 6,topic 3
1307,3560,in the amount of time spent there been an number of due to gun violence a major here,being a minority,False,True,True,False,False,False,False,True,26-35,Man,True,topic 1,topic 3,topic 4
1308,3562,the political view mainly because my entire perception and perspective now an citizen i must focus on certain that i might have once or to care about why because one of those men who once does not want to return to prison just because i had to regress to crime in order to survive,being i can say we have been affected in the worst way due to this government system,True,False,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 4,topic 2
1309,3565,despite what did to limit our post conviction i have found myself becoming more and more liberal,race is a major issue in day to day life in prison when you live with that daily its going to bleed over into other wether you realize or want it to,False,True,False,False,False,False,False,False,36-45,Man,True,topic 4,topic 5,topic 3
1310,3575,and society as time still for me i have to keep up with the ways of the world in order to form a valid political belief,race is not the issue the issue is education through interaction with those out side our dominant hereditary race ignorance cannot be fixed only when a person to be tolerant with and open minded to to love and live in they change and adapt to what is or uncomfortable to what lived or have been taught,False,True,False,False,False,False,False,False,46-55,Gender non-conforming or non-binary or other,True,topic 3,topic 1,topic 2
1311,3576,no,no,False,False,False,False,False,True,False,True,36-45,Man,True,topic 6,topic 5,topic 1
1312,3582,because new are always that can make or brake a sentence for a,if you arent white then you dont have equal,False,False,True,False,False,True,False,True,46-55,Gender non-conforming or non-binary or other,True,topic 5,topic 2,topic 6
1313,3583,well i know a little bit more about how it works,well we are because of race in certain,True,False,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 2,topic 5
1314,3584,keep getting by the people,cant vote,False,True,False,False,False,False,False,False,36-45,Man,True,topic 2,topic 6,topic 5
1315,3586,i feel that being locked up for so long is no about money than trying to help someone,i dont have a problem with other,False,True,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 5,topic 2
1316,3587,needs to change for favor for the poor,who in who was accused of a sex offense,False,False,False,False,False,True,False,False,36-45,Man,True,topic 2,topic 4,topic 6
1317,3588,the united is faced with a multitude of the people of the united are divided more now than they have ever been and this is causing them to lose sight of the real the government supporting the way it used to there is a lot of discussion about mental health crises but no one is the root issue it is a lit easier for them to justify the reason they think something as to the real reason it did race and injustice are another main issue i dont think it what color your skin is you have experienced some sort of injustice before in your life i do not judge by the color of skin but by the content of character i believe that racial discrimination is a fall system used by many to avoid the real cause or heart of the issue if law enforcement comes into a neighborhood a return on an arrest warrant and the neighborhood is predominantly the,the united is faced with a multitude of the people of the united are divided more now than they have ever been and this is causing them to lose sight of the real the government supporting the way it used to there is a lot of discussion about mental health crises but no one is the root issue it is a lit easier for them to justify the reason they think something as to the real reason it did race and injustice are another main issue i dont think it what color your skin is you have experienced some sort of injustice before in your life i do not judge by the color of skin but by the content of character i believe that racial discrimination is a fall system used by many to avoid the real cause or heart of the issue if law enforcement comes into a neighborhood a return on an arrest warrant and the neighborhood is predominantly the,False,True,False,False,False,True,False,False,26-35,Man,True,topic 3,topic 2,topic 6
1318,3590,the election of trump my political view extremely,race and righteousness are to different as far as concerned,False,False,False,False,False,True,False,False,26-35,Man,True,topic 1,topic 6,topic 3
1319,3592,before becoming my political on my social now i have become a freer thinker,while of people of the same race often share political two isolated of the same race can vary greatly in their actual,False,False,False,False,False,True,False,False,18-25,Man,True,topic 3,topic 1,topic 6
1320,3594,nope,whites rule the,True,False,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 3,topic 4
1321,3595,i thought the were fair in helping be and pay and return to i know the government is not only all but if someone is in a political office that automatically they are more of a criminal and have greater potential for harm to people and than i ever was,all get better treatment by the crutch of you are doing this because bad cop and prison are the same to all but the black crutch is they want pity for their skin am fed in my food the same as the but they say they me a roach because i am black and suddenly its news the news also is for poor you your was because of that you tried to steal a gun and got shot was black and had his doesnt matter what he was doing to get that you wonder why country is going downhill,False,True,False,False,False,False,False,False,46-55,Man,True,topic 1,topic 5,topic 6
1322,3602,more interested,black so it is hard for to take us serious when it comes to us wanting to be in politics,True,False,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 4,topic 1
1323,3603,no opinion,no opinion,True,False,False,False,False,False,False,False,18-25,Man,True,topic 6,topic 1,topic 5
1324,3604,i have more time to think about my,skin color doesnt matter when choosing a president,True,True,False,False,False,False,False,False,18-25,Man,True,topic 2,topic 6,topic 4
1325,3609,a should be from the,whats to,False,True,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 5,topic 4
1326,3610,i used to belive are the ideal political party now ever since trump took office seen that he is and really trying to improve our united from that other whether or not try to inflict on us because i want to feel to be an and safe and truthfully even though i can honestly say that to be an all thanks to the republican and trump it me not want to take my freedom for and appreciate the united more,we know what are race needs and we face so we look towards of our color and to help us because they understand,False,True,False,False,False,False,False,True,26-35,Man,True,topic 2,topic 4,topic 6
1327,3612,well now i have time to watch the news so i can see whats going on in the world,i like all race but people are always hate,True,False,False,False,False,False,False,False,18-25,Man,True,topic 1,topic 5,topic 4
1328,3614,i never used to care about politics before i up,part of a black gang so politics concerning my race very rarely come up,False,True,True,False,False,False,False,False,18-25,Man,True,topic 3,topic 4,topic 1
1329,3615,i believe there needs to be a real and serious look on prison reform how we handle while how we reform and reintegrate into society what we do to engage real social and restorative justice as a part of the criminal justice system and the use of parole all of these are set by the political system within this country and seen first hand the corruption that within the we need a better way,race is centrally linked to numerous of our day to day in this country because we thrive on in thus i interpret through a paradigm of being white i dont believe certain in the media are done so without a cultural bias,False,True,False,False,False,True,False,False,36-45,Man,True,topic 4,topic 2,topic 5
1330,3617,the are old and then need to get new,they need to get new in the,False,True,False,False,False,False,False,False,36-45,Man,True,topic 1,topic 6,topic 2
1331,3631,at first i did not understand voting at all now i see more into it now,some will talk about it,False,False,False,False,False,False,True,False,46-55,Man,True,topic 1,topic 4,topic 6
1332,3634,yes because i understand that being republican is suppose to be in according to constitutional law but it only a front to mistreat people of another country,because being so call black in you have no true only have,False,False,False,False,False,True,False,False,46-55,Man,True,topic 5,topic 6,topic 2
1333,3640,prior to my i was not as to people in prison or jail now i see how easy one can be in this for the simplist of yes hold people accountable but once the trial been let people get on with their and stop for profit and,i get along with everyone race just is not an issue for me,False,True,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 2,topic 5
1334,3641,i have had time to think an learn stuff,a black man an looking out for are race,True,False,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 5,topic 6
1335,3642,being some of my political because now i get an upclose look at what a mess the criminal justice system is and understand mass incarceration more also because now i have more free time to scrutinize more closely,my race doesnt matter i care about policy,False,True,False,False,False,False,False,True,18-25,Man,True,topic 2,topic 6,topic 3
1336,3643,since being lock up i see what other go,not sure how it does,True,False,False,False,False,False,False,False,18-25,Man,True,topic 5,topic 6,topic 2
1337,3644,prior to being i was more interested in other i was at 17 of age at such a young age i was not able to vote so it was not something that my interest now i am 36 and a different person the state of in our country very much me now,it that most people wish to vote only for regardless of those governing i choose to make a more informed opinion based off all of their,False,True,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 2,topic 5
1338,3647,no answer,all people are equal,False,True,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 6,topic 5
1339,3652,i rather not say,the that not sure is because of of in an out out racial is cause around the world an inside so my real answer to that is really equal in my,True,False,False,False,False,False,False,False,18-25,Man,True,topic 3,topic 5,topic 6
1340,3655,i have seen the good side of bad and the bad side of good and every where,i am white but grew up poor and around other and up with all so could say i am none,False,True,False,False,False,False,False,False,46-55,Man,True,topic 4,topic 1,topic 5
1341,3661,i see how wasteful and cruel the system is,other face worse,False,True,False,False,False,False,False,False,56-65,Man,True,topic 6,topic 2,topic 3
1342,3662,cause the can brake whatever and and nothing to them but i brake a law and go to prison,cause my race me about the that go on in the world i lived in and come from as well as the other racial they inform you of what goes on in they world,True,False,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 2,topic 5
1343,3665,because it me see better now,ant sure,False,True,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 5,topic 6
1344,3666,i am more aware now i am older,prison politics,False,True,False,False,False,False,False,False,46-55,Man,True,topic 5,topic 3,topic 4
1345,3667,its a whole different view of life i never understood that the justice system is by the of the people for judges1,what is right is right no matter what race you are the political should take care of the of all people,False,True,False,False,False,False,False,False,46-55,Man,True,topic 3,topic 6,topic 5
1346,3668,when i came to prison i was 17 old all of my political around my self now my politics are by that i have decided to live my life by first and foremost,my racial identity is a fundamental part of my my family are and i am always seeing through a paradigm that is tinted by the life experience of a man,False,False,False,False,False,True,False,True,36-45,Man,True,topic 6,topic 3,topic 4
1347,3675,it all about money and no mater the,in her u stay with your reach,False,True,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 5,topic 2
1348,3679,just have put my self around people i usually would not around an have herd all different an so the mind up,no explanation,False,True,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 1,topic 5
1349,3681,i have a difficult time expanding on the question,prison and segregation,False,True,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 5,topic 1
1350,3685,i watch more news,i an not racial,False,True,False,False,False,False,False,False,36-45,Man,True,topic 3,topic 5,topic 2
1351,3686,while a person time to gather knowledge if he or she pertaining to politics we learn a lot see a lot thus our change because we have time,being there comes a negative connotation regarding therefore any politics are in the same light,False,True,False,False,False,False,False,True,26-35,Man,True,topic 1,topic 5,topic 4
1352,3687,they have tremendously my on life used to be for left wing but now i feel like they are right wing,well i dont have an answer for this question,False,True,True,False,False,False,False,False,18-25,Man,True,topic 6,topic 5,topic 4
1353,3688,i pay more attention to whats going on in the world,color dont mean anything to me,False,True,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 3,topic 6
1354,3691,i think about politics differently now than before,my race the problem my economic class is,True,False,False,False,False,False,False,False,26-35,Man,True,topic 3,topic 5,topic 1
1355,3692,i have seen both sides of the justice system and it is so so sad working for the government and now being a prisoner the say one thing and then do another word no substance,no comment sorry,True,False,False,False,False,False,False,False,36-45,Man,True,topic 6,topic 4,topic 3
1356,3695,i really didnt think that the prison population was as high as it was when i was on the outside being doesnt let me see it me see that there is a problem with the prison population,it not at all to me the last answer was a mishap a pencil on my tablet as i was pushing check answer,False,True,False,False,False,False,False,False,26-35,Man,True,topic 4,topic 1,topic 6
1357,3703,i used to be for however they have really made stuff,i am a white male for 40 drug addiction the world racial identity nothing to do with it,False,True,False,False,False,True,False,False,36-45,Man,True,topic 2,topic 1,topic 3
1358,3704,yes because i see how certain seem to screw over,you are by your race and crime being,False,True,False,False,False,False,False,False,26-35,Man,True,topic 1,topic 6,topic 2
1359,3708,we see nothing year by time for everyone no 2nd are not our,we are in the middle and we see more,False,True,False,False,False,False,False,False,56-65,Man,True,topic 3,topic 1,topic 4
1360,3711,no,no answer right now,False,True,False,False,False,False,False,False,26-35,Man,True,topic 6,topic 5,topic 4
1361,3712,my view is that we all need help in some sort of way so why is it only the rich get off on crime,a simple poor man here today and i strongly feel that we as also deserve some kind of life here inside these and not be to all the that the we are still aswell,True,False,False,False,False,False,False,False,56-65,Man,True,topic 1,topic 6,topic 4
1362,3714,no,no,False,True,False,False,False,False,False,False,66+,Man,True,topic 6,topic 5,topic 1
